# sensor 0 OK
# sensor 1 OK
# sensor 2 OK
# sensor 3 OK
# sensor 4 OK
# sensor 5 OK
# sensor 0 = onboard LSM6DS3, 1..5 = finger MPU-6050
# SUBTRACT_GYRO_BIAS=1
# units: quat unitless, roll/pitch/yaw deg
millis,sensor_id,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg
# calib_start hold_still_ms=10000
# ---- gyro bias table (deg/s) from still window ----
# sensor_id,n,bias_x,bias_y,bias_z,std_x,std_y,std_z
# 0,1001,-0.198,-1.596,-0.458,0.213,0.049,0.055
# 1,1001,1.071,2.047,1.060,0.081,0.109,0.084
# 2,1001,0.360,2.009,-1.217,0.090,0.125,0.085
# 3,1001,-0.938,3.508,-0.463,0.089,0.147,0.084
# 4,1001,-0.317,3.755,-1.464,0.091,0.203,0.101
# 5,1001,5.788,-6.984,-0.814,0.286,0.344,0.119
# --------------------------------------------------
# ---- seeding orientation from calibration-window accel ----
# sensor 0 seed_accel=0.010,-0.013,1.006
# sensor 1 seed_accel=0.999,-0.001,0.148
# sensor 2 seed_accel=0.993,-0.015,0.220
# sensor 3 seed_accel=0.991,0.014,0.220
# sensor 4 seed_accel=0.975,-0.002,0.260
# sensor 5 seed_accel=1.230,0.171,0.097
# calib_end — fusion running now
29560,2,0.83355,0.49832,0.18745,0.14740,63.95,9.53,26.01
29560,3,0.81457,0.50339,0.23038,0.17320,66.73,11.59,31.66
29560,4,0.81333,0.51188,0.22625,0.15903,67.56,11.84,30.06
29560,5,0.57941,0.39749,0.41813,0.57571,70.46,1.54,90.72
29572,0,0.52170,-0.67282,0.30411,0.42738,-101.55,63.18,4.67
29572,1,0.83388,0.50094,0.18619,0.13800,64.20,9.92,25.02
29572,2,0.83114,0.49885,0.19732,0.14638,64.43,10.48,26.59
29572,3,0.81228,0.50294,0.24020,0.17192,67.17,12.55,32.25
29572,4,0.81069,0.51198,0.23617,0.15774,68.07,12.79,30.68
29572,5,0.57750,0.39278,0.42675,0.57454,70.88,2.38,91.40
29583,0,0.51387,-0.67894,0.30466,0.42680,-103.81,63.21,3.17
29583,1,0.83199,0.50055,0.19629,0.13678,64.56,10.94,25.59
29583,2,0.82887,0.49888,0.20741,0.14516,64.87,11.48,27.18
29583,3,0.81007,0.50216,0.25021,0.17037,67.60,13.55,32.85
29583,4,0.80817,0.51171,0.24620,0.15618,68.56,13.77,31.29
29583,5,0.57588,0.38773,0.43533,0.57316,71.29,3.26,92.07
29595,0,0.50539,-0.68577,0.30527,0.42557,-106.33,63.16,1.45
29595,1,0.83028,0.49979,0.20636,0.13512,64.88,11.98,26.12
29595,2,0.82676,0.49860,0.21740,0.14352,65.28,12.50,27.72
29595,3,0.80803,0.50107,0.26008,0.16844,68.00,14.57,33.40
29595,4,0.80584,0.51116,0.25606,0.15421,69.01,14.78,31.85
29595,5,0.57465,0.38246,0.44373,0.57149,71.67,4.18,92.70
29607,0,0.49775,-0.69212,0.30583,0.42389,-108.66,63.03,-0.17
29607,1,0.82870,0.49878,0.21618,0.13320,65.18,13.03,26.61
29607,2,0.82476,0.49807,0.22727,0.14159,65.67,13.52,28.23
29607,3,0.80612,0.49978,0.26967,0.16634,68.37,15.58,33.93
29607,4,0.80341,0.51035,0.26646,0.15193,69.49,15.85,32.44
29607,5,0.57359,0.37714,0.45191,0.56968,72.04,5.09,93.31
29619,0,0.49015,-0.69845,0.30642,0.42193,-110.99,62.85,-1.81
29619,1,0.82717,0.49764,0.22567,0.13123,65.46,14.05,27.09
29619,2,0.82259,0.49743,0.23769,0.13932,66.09,14.62,28.77
29619,3,0.80429,0.49845,0.27873,0.16423,68.73,16.54,34.43
29619,4,0.80127,0.50953,0.27555,0.14971,69.91,16.80,32.95
29619,5,0.57269,0.37211,0.45957,0.56777,72.40,5.96,93.87
29630,0,0.48299,-0.70432,0.30711,0.41992,-113.17,62.65,-3.36
29630,1,0.82575,0.49654,0.23432,0.12914,65.73,14.99,27.50
29630,2,0.82071,0.49688,0.24644,0.13714,66.46,15.56,29.20
29630,3,0.80262,0.49723,0.28688,0.16207,69.06,17.42,34.87
29630,4,0.79934,0.50875,0.28371,0.14745,70.29,17.67,33.39
29630,5,0.57194,0.36759,0.46648,0.56583,72.75,6.75,94.36
29642,0,0.47654,-0.70957,0.30785,0.41792,-115.13,62.43,-4.78
29642,1,0.82449,0.49545,0.24205,0.12714,65.96,15.85,27.86
29642,2,0.81905,0.49628,0.25424,0.13504,66.78,16.41,29.58
29642,3,0.80116,0.49599,0.29413,0.16005,69.35,18.21,35.25
29642,4,0.79764,0.50791,0.29099,0.14534,70.62,18.46,33.78
29642,5,0.57134,0.36348,0.47258,0.56402,73.05,7.47,94.80
29654,0,0.47084,-0.71425,0.30845,0.41595,-116.85,62.21,-6.02
29654,1,0.82346,0.49434,0.24871,0.12529,66.15,16.60,28.16
29654,2,0.81767,0.49556,0.26098,0.13311,67.05,17.15,29.90
29654,3,0.79997,0.49481,0.30030,0.15821,69.59,18.90,35.57
29654,4,0.79626,0.50706,0.29713,0.14343,70.90,19.13,34.10
29654,5,0.57090,0.35993,0.47774,0.56240,73.30,8.08,95.16
29666,0,0.46604,-0.71825,0.30893,0.41410,-118.29,61.98,-7.07
29666,1,0.82262,0.49331,0.25425,0.12372,66.29,17.23,28.41
29666,2,0.81651,0.49492,0.26663,0.13141,67.27,17.78,30.17
29666,3,0.79901,0.49377,0.30531,0.15671,69.78,19.46,35.83
29666,4,0.79515,0.50630,0.30209,0.14188,71.11,19.68,34.37
29666,5,0.57053,0.35710,0.48183,0.56108,73.51,8.57,95.45
29677,0,0.46218,-0.72151,0.30930,0.41249,-119.45,61.78,-7.91
29677,1,0.82203,0.49243,0.25843,0.12246,66.39,17.71,28.59
29677,2,0.81569,0.49430,0.27096,0.13000,67.43,18.27,30.36
29677,3,0.79834,0.49293,0.30901,0.15553,69.91,19.88,36.02
29677,4,0.79439,0.50567,0.30570,0.14068,71.26,20.09,34.55
29677,5,0.57025,0.35507,0.48483,0.56007,73.67,8.93,95.66
29689,0,0.45936,-0.72396,0.30955,0.41115,-120.30,61.61,-8.52
29689,1,0.82171,0.49170,0.26126,0.12153,66.45,18.05,28.70
29689,2,0.81521,0.49375,0.27391,0.12891,67.52,18.62,30.48
29689,3,0.79799,0.49228,0.31133,0.15473,69.98,20.15,36.13
29689,4,0.79402,0.50514,0.30790,0.13987,71.34,20.34,34.66
29689,5,0.57011,0.35390,0.48660,0.55941,73.77,9.14,95.78
29702,0,0.45773,-0.72555,0.30968,0.41008,-120.81,61.47,-8.91
29702,1,0.82174,0.49115,0.26250,0.12089,66.44,18.22,28.73
29702,2,0.81519,0.49326,0.27524,0.12809,67.52,18.81,30.49
29702,3,0.79806,0.49184,0.31213,0.15416,69.97,20.28,36.13
29702,4,0.79411,0.50480,0.30847,0.13936,71.32,20.44,34.65
29702,5,0.57024,0.35367,0.48711,0.55899,73.81,9.22,95.78
29713,0,0.45742,-0.72612,0.30968,0.40940,-120.95,61.38,-9.03
29713,1,0.82208,0.49082,0.26220,0.12054,66.37,18.23,28.66
29713,2,0.81545,0.49297,0.27526,0.12749,67.48,18.86,30.43
29713,3,0.79844,0.49174,0.31141,0.15399,69.90,20.23,36.05
29713,4,0.79453,0.50471,0.30761,0.13918,71.25,20.38,34.55
29713,5,0.57049,0.35433,0.48650,0.55885,73.79,9.15,95.70
29725,0,0.45819,-0.72582,0.30973,0.40904,-120.80,61.35,-8.97
29725,1,0.82266,0.49074,0.26057,0.12047,66.27,18.09,28.53
29725,2,0.81594,0.49294,0.27403,0.12712,67.40,18.78,30.29
29725,3,0.79911,0.49186,0.30945,0.15408,69.78,20.06,35.89
29725,4,0.79529,0.50474,0.30553,0.13926,71.11,20.21,34.38
29725,5,0.57087,0.35576,0.48493,0.55892,73.74,8.97,95.52
29737,0,0.45991,-0.72480,0.30976,0.40889,-120.41,61.36,-8.75
29737,1,0.82350,0.49075,0.25785,0.12056,66.12,17.84,28.32
29737,2,0.81681,0.49285,0.27167,0.12695,67.25,18.58,30.09
29737,3,0.80009,0.49205,0.30645,0.15437,69.60,19.78,35.66
29737,4,0.79643,0.50470,0.30254,0.13946,70.91,19.95,34.14
29737,5,0.57141,0.35771,0.48249,0.55922,73.64,8.70,95.29
29749,0,0.46249,-0.72321,0.30966,0.40889,-119.77,61.38,-8.37
29749,1,0.82456,0.49074,0.25428,0.12086,65.93,17.50,28.08
29749,2,0.81793,0.49274,0.26842,0.12705,67.04,18.29,29.83
29749,3,0.80131,0.49228,0.30259,0.15493,69.38,19.41,35.39
29749,4,0.79782,0.50465,0.29872,0.13991,70.65,19.60,33.85
29749,5,0.57205,0.36018,0.47933,0.55970,73.50,8.35,94.99
29760,0,0.46587,-0.72101,0.30955,0.40902,-118.93,61.43,-7.84
29760,1,0.82581,0.49083,0.24981,0.12128,65.70,17.07,27.78
29760,2,0.81921,0.49284,0.26424,0.12724,66.82,17.91,29.52
29760,3,0.80272,0.49272,0.29775,0.15559,69.12,18.95,35.05
29760,4,0.79946,0.50474,0.29389,0.14046,70.35,19.15,33.49
29760,5,0.57288,0.36323,0.47541,0.56023,73.33,7.92,94.62
29772,0,0.46999,-0.71821,0.30953,0.40925,-117.90,61.50,-7.22
29772,1,0.82722,0.49111,0.24431,0.12178,65.45,16.53,27.42
29772,2,0.82060,0.49314,0.25916,0.12752,66.57,17.43,29.16
29772,3,0.80432,0.49330,0.29205,0.15633,68.83,18.40,34.66
29772,4,0.80112,0.50537,0.28791,0.14112,70.05,18.58,33.06
29772,5,0.57385,0.36679,0.47081,0.56080,73.14,7.41,94.18
29784,0,0.47517,-0.71465,0.30950,0.40952,-116.59,61.58,-6.42
29784,1,0.82876,0.49147,0.23797,0.12237,65.18,15.91,27.01
29784,2,0.82232,0.49357,0.25264,0.12789,66.28,16.81,28.70
29784,3,0.80606,0.49401,0.28553,0.15713,68.51,17.76,34.21
29784,4,0.80287,0.50600,0.28150,0.14184,69.74,17.97,32.61
29784,5,0.57497,0.37078,0.46558,0.56140,72.93,6.84,93.69
29795,0,0.48045,-0.71086,0.30960,0.40987,-115.24,61.67,-5.60
29795,1,0.83032,0.49209,0.23081,0.12307,64.91,15.20,26.56
29795,2,0.82402,0.49404,0.24589,0.12829,65.98,16.17,28.23
29795,3,0.80791,0.49486,0.27831,0.15796,68.18,17.06,33.72
29795,4,0.80479,0.50667,0.27433,0.14261,69.39,17.28,32.11
29795,5,0.57619,0.37519,0.45976,0.56201,72.70,6.21,93.14
29807,0,0.48628,-0.70664,0.30970,0.41021,-113.74,61.76,-4.70
29807,1,0.83199,0.49273,0.22295,0.12371,64.63,14.42,26.07
29807,2,0.82583,0.49460,0.23835,0.12872,65.67,15.45,27.72
29807,3,0.80989,0.49575,0.27039,0.15874,67.83,16.29,33.18
29807,4,0.80690,0.50734,0.26638,0.14338,69.02,16.52,31.55
29807,5,0.57753,0.38004,0.45333,0.56260,72.45,5.51,92.54
29819,0,0.49258,-0.70192,0.30994,0.41062,-112.11,61.86,-3.72
29819,1,0.83381,0.49332,0.21435,0.12431,64.31,13.58,25.52
29819,2,0.82780,0.49512,0.23011,0.12902,65.33,14.67,27.15
29819,3,0.81207,0.49661,0.26171,0.15947,67.44,15.47,32.58
29819,4,0.80931,0.50786,0.25756,0.14409,68.59,15.70,30.93
29819,5,0.57909,0.38531,0.44621,0.56311,72.19,4.75,91.86
29831,0,0.49979,-0.69670,0.30998,0.41076,-110.25,61.91,-2.60
29831,1,0.83582,0.49382,0.20492,0.12468,63.96,12.67,24.90
29831,2,0.82999,0.49555,0.22111,0.12910,64.95,13.83,26.51
29831,3,0.81442,0.49754,0.25207,0.16008,67.02,14.55,31.91
29831,4,0.81193,0.50838,0.24777,0.14465,68.12,14.79,30.23
29831,5,0.58103,0.39162,0.43760,0.56351,71.88,3.85,91.04
29843,0,0.50763,-0.69082,0.31027,0.41086,-108.23,61.97,-1.41
29843,1,0.83792,0.49448,0.19434,0.12494,63.60,11.66,24.21
29843,2,0.83229,0.49615,0.21089,0.12907,64.56,12.88,25.79
29843,3,0.81704,0.49886,0.24040,0.16061,66.57,13.45,31.10
29843,4,0.81456,0.50923,0.23690,0.14507,67.66,13.78,29.46
29843,5,0.58299,0.39818,0.42879,0.56366,71.60,2.93,90.18
29855,0,0.51629,-0.68409,0.31083,0.41092,-105.99,62.03,-0.12
29855,1,0.84000,0.49583,0.18147,0.12498,63.26,10.42,23.36
29855,2,0.83465,0.49705,0.19928,0.12883,64.17,11.80,24.97
29855,3,0.81944,0.50051,0.22832,0.16087,66.17,12.31,30.25
29855,4,0.81722,0.51042,0.22474,0.14526,67.21,12.65,28.59
29855,5,0.58511,0.40569,0.41903,0.56345,71.35,1.90,89.20
29867,0,0.52567,-0.67635,0.31187,0.41106,-103.53,62.12,1.26
29867,1,0.84178,0.49745,0.16843,0.12481,62.99,9.17,22.49
29867,2,0.83702,0.49814,0.18649,0.12838,63.79,10.62,24.06
29867,3,0.82177,0.50256,0.21491,0.16105,65.79,11.03,29.32
29867,4,0.81986,0.51194,0.21120,0.14538,66.77,11.39,27.63
29867,5,0.58714,0.41420,0.40828,0.56304,71.12,0.75,88.13
29878,0,0.53591,-0.66753,0.31315,0.41127,-100.80,62.22,2.80
29878,1,0.84356,0.49913,0.15404,0.12465,62.71,7.78,21.56
29878,2,0.83933,0.49937,0.17264,0.12785,63.41,9.33,23.09
29878,3,0.82392,0.50498,0.20034,0.16130,65.44,9.63,28.35
29878,4,0.82242,0.51365,0.19642,0.14563,66.34,9.99,26.62
29878,5,0.58889,0.42359,0.39671,0.56250,70.95,-0.53,86.99
29890,0,0.54668,-0.65766,0.31464,0.41185,-97.81,62.34,4.50
29890,1,0.84506,0.50114,0.13860,0.12454,62.48,6.28,20.58
29890,2,0.84152,0.50080,0.15740,0.12751,63.06,7.89,22.07
29890,3,0.82583,0.50778,0.18453,0.16160,65.14,8.09,27.31
29890,4,0.82476,0.51566,0.18045,0.14595,65.95,8.46,25.57
29890,5,0.59034,0.43394,0.38419,0.56177,70.83,-1.95,85.78
29902,0,0.55806,-0.64663,0.31631,0.41278,-94.51,62.48,6.42
29902,1,0.84622,0.50354,0.12205,0.12437,62.31,4.66,19.54
29902,2,0.84340,0.50260,0.14103,0.12719,62.76,6.32,21.01
29902,3,0.82741,0.51096,0.16762,0.16190,64.89,6.43,26.23
29902,4,0.82684,0.51791,0.16352,0.14615,65.61,6.84,24.46
29902,5,0.59147,0.44513,0.37088,0.56077,70.78,-3.47,84.48
29914,0,0.56987,-0.63453,0.31828,0.41390,-90.98,62.63,8.48
29914,1,0.84695,0.50631,0.10445,0.12413,62.22,2.94,18.45
29914,2,0.84493,0.50473,0.12351,0.12686,62.52,4.63,19.89
29914,3,0.82857,0.51456,0.14966,0.16220,64.72,4.65,25.10
29914,4,0.82863,0.52072,0.14415,0.14646,65.31,4.95,23.22
29914,5,0.59210,0.45693,0.35718,0.55951,70.82,-5.07,83.15
29925,0,0.58282,-0.62043,0.32054,0.41549,-86.91,62.77,10.91
29925,1,0.84708,0.50940,0.08639,0.12449,62.21,1.12,17.40
29925,2,0.84591,0.50710,0.10551,0.12711,62.35,2.84,18.81
29925,3,0.82913,0.51841,0.13128,0.16296,64.63,2.79,24.01
29925,4,0.82969,0.52360,0.12555,0.14729,65.12,3.10,22.11
29925,5,0.59211,0.46932,0.34266,0.55833,70.92,-6.79,81.80
29937,0,0.59511,-0.60623,0.32285,0.41726,-82.87,62.89,13.35
29937,1,0.84660,0.51295,0.06718,0.12505,62.30,-0.83,16.30
29937,2,0.84638,0.51005,0.08475,0.12771,62.27,0.76,17.62
29937,3,0.82906,0.52271,0.11186,0.16405,64.62,0.80,22.89
29937,4,0.83012,0.52690,0.10588,0.14854,65.01,1.10,20.99
29937,5,0.59140,0.48239,0.32749,0.55703,71.11,-8.63,80.40
29949,0,0.60732,-0.59114,0.32496,0.41966,-78.58,62.98,16.04
29949,1,0.84541,0.51693,0.04689,0.12592,62.50,-2.92,15.17
29949,2,0.84617,0.51314,0.06422,0.12869,62.27,-1.34,16.49
29949,3,0.82835,0.52741,0.09127,0.16535,64.71,-1.33,21.73
29949,4,0.82990,0.53056,0.08500,0.15013,65.00,-1.04,19.84
29949,5,0.58999,0.49617,0.31163,0.55553,71.41,-10.58,78.94
29960,0,0.61952,-0.57466,0.32732,0.42288,-73.94,63.07,19.05
29960,1,0.84364,0.52096,0.02586,0.12732,62.76,-5.11,14.05
29960,2,0.84539,0.51629,0.04291,0.13005,62.35,-3.54,15.35
29960,3,0.82727,0.53188,0.06971,0.16693,64.83,-3.57,20.55
29960,4,0.82942,0.53393,0.06294,0.15172,65.00,-3.30,18.63
29960,5,0.58860,0.51044,0.29428,0.55354,71.74,-12.63,77.33
29972,0,0.63294,-0.55649,0.32976,0.42540,-68.95,62.99,22.18
29972,1,0.84155,0.52492,0.00228,0.12748,63.08,-7.47,12.64
29972,2,0.84437,0.51937,0.01892,0.13011,62.47,-5.92,13.93
29972,3,0.82589,0.53658,0.04552,0.16707,65.02,-5.98,19.06
29972,4,0.82863,0.53743,0.03822,0.15193,65.07,-5.74,17.12
29972,5,0.58754,0.52602,0.27501,0.54996,72.21,-14.80,75.39
29984,0,0.64752,-0.53622,0.33303,0.42694,-63.65,62.77,25.33
29984,1,0.83887,0.52896,-0.02371,0.12620,63.51,-9.98,10.92
29984,2,0.84287,0.52251,-0.00791,0.12843,62.69,-8.48,12.15
29984,3,0.82398,0.54165,0.01830,0.16537,65.34,-8.57,17.20
29984,4,0.82724,0.54123,0.01056,0.15047,65.27,-8.36,15.26
29984,5,0.58673,0.54306,0.25378,0.54445,72.88,-17.07,73.07
29996,0,0.66319,-0.51351,0.33734,0.42743,-58.04,62.43,28.44
29996,1,0.83543,0.53302,-0.05246,0.12331,64.09,-12.66,8.85
29996,2,0.84059,0.52563,-0.03729,0.12542,63.04,-11.22,10.08
29996,3,0.82140,0.54665,-0.01134,0.16233,65.79,-11.31,15.03
29996,4,0.82524,0.54480,-0.01959,0.14759,65.58,-11.14,13.09
29996,5,0.58625,0.56123,0.23028,0.53694,73.74,-19.43,70.34
30007,0,0.68011,-0.48810,0.34256,0.42645,-52.15,61.92,31.46
30007,1,0.83120,0.53664,-0.08394,0.11866,64.83,-15.48,6.38
30007,2,0.83755,0.52833,-0.06924,0.12075,63.54,-14.10,7.65
30007,3,0.81823,0.55113,-0.04337,0.15773,66.36,-14.17,12.53
30007,4,0.82267,0.54772,-0.05211,0.14317,66.00,-14.04,10.60
30007,5,0.58606,0.57996,0.20453,0.52758,74.78,-21.85,67.20
30020,0,0.69786,-0.46042,0.34821,0.42399,-46.16,61.21,34.27
30020,1,0.82582,0.53947,-0.11994,0.11227,65.75,-18.62,3.39
30020,2,0.83372,0.53025,-0.10284,0.11474,64.17,-17.05,4.94
30020,3,0.81409,0.55488,-0.08008,0.15147,67.10,-17.37,9.51
30020,4,0.81952,0.54955,-0.08633,0.13756,66.51,-17.02,7.85
30020,5,0.58602,0.59999,0.17453,0.51588,76.07,-24.49,63.45
30032,0,0.71597,-0.43116,0.35372,0.41996,-40.28,60.30,36.74
30032,1,0.82012,0.54084,-0.15426,0.10534,66.74,-21.53,0.37
30032,2,0.82933,0.53083,-0.13726,0.10769,64.89,-20.00,2.01
30032,3,0.80963,0.55709,-0.11489,0.14471,67.89,-20.32,6.51
30032,4,0.81576,0.55015,-0.12129,0.13096,67.13,-20.00,4.90
30032,5,0.58623,0.61747,0.14593,0.50375,77.39,-26.81,59.73
30043,0,0.73403,-0.40115,0.35868,0.41429,-34.73,59.20,38.74
30043,1,0.81366,0.54109,-0.18876,0.09770,67.86,-24.39,-2.85
30043,2,0.82427,0.53021,-0.17171,0.09992,65.72,-22.89,-1.08
30043,3,0.80445,0.55824,-0.14960,0.13727,68.83,-23.20,3.36
30043,4,0.81123,0.54979,-0.15591,0.12378,67.88,-22.90,1.83
30043,5,0.58613,0.63385,0.11737,0.49083,78.87,-28.99,55.88
30055,0,0.75116,-0.37121,0.36295,0.40771,-29.59,57.99,40.33
30055,1,0.80644,0.54049,-0.22229,0.09009,69.14,-27.12,-6.13
30055,2,0.81846,0.52873,-0.20508,0.09229,66.68,-25.68,-4.19
30055,3,0.79846,0.55861,-0.18310,0.12997,69.91,-25.95,0.19
30055,4,0.80584,0.54876,-0.18928,0.11681,68.79,-25.68,-1.24
30055,5,0.58524,0.64887,0.08961,0.47795,80.47,-31.02,52.05
30067,0,0.76676,-0.34194,0.36648,0.40107,-24.85,56.75,41.65
30067,1,0.79854,0.53942,-0.25388,0.08307,70.56,-29.68,-9.36
30067,2,0.81195,0.52683,-0.23647,0.08526,67.78,-28.28,-7.22
30067,3,0.79175,0.55849,-0.21456,0.12323,71.14,-28.52,-2.90
30067,4,0.79977,0.54730,-0.22056,0.11040,69.83,-28.27,-4.22
30067,5,0.58351,0.66245,0.06335,0.46547,82.18,-32.87,48.31
30079,0,0.78056,-0.31396,0.36935,0.39464,-20.54,55.53,42.74
30079,1,0.79030,0.53802,-0.28300,0.07662,72.09,-31.99,-12.49
30079,2,0.80506,0.52468,-0.26529,0.07881,68.97,-30.65,-10.14
30079,3,0.78473,0.55795,-0.24330,0.11702,72.45,-30.83,-5.87
30079,4,0.79337,0.54556,-0.24903,0.10447,70.97,-30.61,-7.07
30079,5,0.58130,0.67426,0.03934,0.45377,83.90,-34.48,44.78
30090,0,0.79262,-0.28785,0.37131,0.38862,-16.71,54.33,43.62
30090,1,0.78225,0.53644,-0.30874,0.07072,73.62,-33.98,-15.43
30090,2,0.79804,0.52264,-0.29094,0.07304,70.24,-32.73,-12.88
30090,3,0.77783,0.55720,-0.26855,0.11128,73.78,-32.80,-8.63
30090,4,0.78703,0.54380,-0.27397,0.09898,72.13,-32.61,-9.72
30090,5,0.57896,0.68430,0.01819,0.44295,85.56,-35.81,41.54
30102,0,0.80326,-0.26267,0.37360,0.38235,-13.16,53.23,44.29
30102,1,0.77439,0.53506,-0.33141,0.06473,75.19,-35.63,-18.24
30102,2,0.79129,0.52075,-0.31336,0.06699,71.53,-34.45,-15.50
30102,3,0.77097,0.55674,-0.29083,0.10516,75.18,-34.44,-11.31
30102,4,0.78063,0.54253,-0.29601,0.09310,73.40,-34.27,-12.29
30102,5,0.57670,0.69331,-0.00028,0.43213,87.23,-36.84,38.48
30114,0,0.81126,-0.24167,0.37635,0.37658,-10.27,52.43,44.73
30114,1,0.76676,0.53439,-0.35087,0.05828,76.80,-36.90,-20.93
30114,2,0.78439,0.51984,-0.33289,0.06073,72.94,-35.83,-18.02
30114,3,0.76432,0.55688,-0.30977,0.09872,76.63,-35.70,-13.83
30114,4,0.77380,0.54199,-0.31622,0.08647,74.84,-35.67,-14.90
30114,5,0.57471,0.70126,-0.01529,0.42156,88.84,-37.50,35.72
30125,0,0.81730,-0.22367,0.37989,0.37105,-7.80,51.90,45.04
30125,1,0.75979,0.53404,-0.36716,0.05201,78.31,-37.84,-23.36
30125,2,0.77751,0.51927,-0.35059,0.05414,74.40,-36.97,-20.51
30125,3,0.75831,0.55714,-0.32559,0.09247,77.97,-36.64,-16.10
30125,4,0.76804,0.54176,-0.33188,0.08047,76.10,-36.65,-17.11
30125,5,0.57299,0.70797,-0.02796,0.41193,90.29,-37.97,33.27
30137,0,0.82221,-0.20784,0.38318,0.36599,-5.65,51.47,45.27
30137,1,0.75350,0.53393,-0.38088,0.04575,79.71,-38.52,-25.58
30137,2,0.77168,0.51908,-0.36435,0.04802,75.68,-37.75,-22.62
30137,3,0.75276,0.55760,-0.33911,0.08627,79.26,-37.36,-18.20
30137,4,0.76265,0.54179,-0.34535,0.07457,77.32,-37.41,-19.14
30137,5,0.57145,0.71390,-0.03874,0.40284,91.63,-38.28,31.07
30149,0,0.82608,-0.19441,0.38639,0.36125,-3.84,51.15,45.40
30149,1,0.74756,0.53417,-0.39270,0.03995,81.05,-39.04,-27.60
30149,2,0.76619,0.51893,-0.37660,0.04290,76.88,-38.43,-24.52
30149,3,0.74746,0.55839,-0.35071,0.08067,80.49,-37.91,-20.09
30149,4,0.75750,0.54220,-0.35696,0.06927,78.49,-38.02,-20.99
30149,5,0.56971,0.71933,-0.04794,0.39459,92.89,-38.48,29.09
30161,0,0.82908,-0.18232,0.38957,0.35725,-2.18,50.92,45.59
30161,1,0.74182,0.53467,-0.40328,0.03464,82.34,-39.45,-29.46
30161,2,0.76091,0.51917,-0.38734,0.03791,78.06,-38.96,-26.30
30161,3,0.74214,0.55949,-0.36126,0.07540,81.72,-38.36,-21.89
30161,4,0.75228,0.54297,-0.36758,0.06434,79.68,-38.53,-22.74
30161,5,0.56766,0.72462,-0.05615,0.38671,94.14,-38.62,27.24
30172,0,0.83143,-0.17089,0.39287,0.35381,-0.56,50.73,45.84
30172,1,0.73602,0.53550,-0.41307,0.02975,83.63,-39.79,-31.25
30172,2,0.75549,0.51984,-0.39735,0.03333,79.28,-39.42,-28.01
30172,3,0.73670,0.56098,-0.37097,0.07045,82.98,-38.73,-23.61
30172,4,0.74693,0.54409,-0.37747,0.05980,80.90,-38.97,-24.42
30172,5,0.56504,0.73034,-0.06408,0.37844,95.52,-38.70,25.34
30185,0,0.83318,-0.15986,0.39637,0.35091,1.06,50.60,46.18
30185,1,0.72956,0.53694,-0.42288,0.02469,85.07,-40.06,-33.11
30185,2,0.74986,0.52104,-0.40668,0.02899,80.54,-39.80,-29.67
30185,3,0.73062,0.56302,-0.38070,0.06539,84.37,-39.05,-25.40
30185,4,0.74141,0.54567,-0.38662,0.05554,82.16,-39.34,-26.04
30185,5,0.56227,0.73565,-0.07061,0.37106,96.79,-38.71,23.68
30197,0,0.83437,-0.14936,0.40006,0.34852,2.67,50.51,46.60
30197,1,0.72358,0.53867,-0.43111,0.02043,86.40,-40.23,-34.73
30197,2,0.74421,0.52263,-0.41519,0.02509,81.81,-40.11,-31.24
30197,3,0.72494,0.56528,-0.38882,0.06107,85.66,-39.26,-26.96
30197,4,0.73583,0.54765,-0.39492,0.05163,83.42,-39.62,-27.58
30197,5,0.55923,0.74085,-0.07624,0.36413,98.05,-38.67,22.14
30208,0,0.83503,-0.13944,0.40382,0.34673,4.25,50.45,47.10
30208,1,0.71755,0.54088,-0.43852,0.01634,87.72,-40.32,-36.25
30208,2,0.73843,0.52473,-0.42298,0.02141,83.11,-40.33,-32.74
30208,3,0.71914,0.56804,-0.39615,0.05684,86.97,-39.37,-28.45
30208,4,0.73010,0.55008,-0.40259,0.04791,84.72,-39.83,-29.06
30208,5,0.55596,0.74619,-0.08099,0.35713,99.32,-38.54,20.68
30220,0,0.83512,-0.12981,0.40806,0.34528,5.86,50.46,47.69
30220,1,0.71136,0.54361,-0.44532,0.01218,89.07,-40.30,-37.74
30220,2,0.73239,0.52746,-0.43020,0.01761,84.46,-40.45,-34.23
30220,3,0.71312,0.57144,-0.40272,0.05231,88.33,-39.36,-29.92
30220,4,0.72402,0.55307,-0.40982,0.04425,86.09,-39.97,-30.52
30220,5,0.55253,0.75167,-0.08479,0.35002,100.60,-38.31,19.30
30232,0,0.83461,-0.12052,0.41285,0.34419,7.51,50.54,48.37
30232,1,0.70490,0.54694,-0.45156,0.00807,90.46,-40.20,-39.18
30232,2,0.72619,0.53080,-0.43670,0.01384,85.85,-40.46,-35.66
30232,3,0.70678,0.57548,-0.40866,0.04783,89.73,-39.25,-31.34
30232,4,0.71764,0.55692,-0.41617,0.04042,87.51,-39.97,-31.95
30232,5,0.54899,0.75712,-0.08763,0.34307,101.85,-38.00,18.04
30244,0,0.83343,-0.11117,0.41844,0.34342,9.28,50.70,49.19
30244,1,0.69834,0.55104,-0.45679,0.00378,91.84,-39.95,-40.53
30244,2,0.71993,0.53475,-0.44230,0.01006,87.23,-40.36,-37.00
